11:06:01.161 [main] INFO  com.excel.MedicoSgAppApplication - Starting MedicoSgAppApplication on DESKTOP-62ROT5I with PID 4924 (started by CCS in C:\Users\CCS\Desktop\Company Softwere\CodeOne\21-11-2025\WMS_SG_AFTER_PENETRATION\WMS-sg-app)
11:06:01.195 [main] INFO  com.excel.MedicoSgAppApplication - The following profiles are active: ngportaldev
11:06:03.658 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
11:06:04.247 [main] INFO  org.springframework.data.repository.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 583ms. Found 8 repository interfaces.
11:06:04.652 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration' of type [org.springframework.security.config.annotation.configuration.ObjectPostProcessorConfiguration$$EnhancerBySpringCGLIB$$1ef8e758] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11:06:04.659 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'objectPostProcessor' of type [org.springframework.security.config.annotation.configuration.AutowireBeanFactoryObjectPostProcessor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11:06:04.660 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@1f9b562' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11:06:04.662 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration' of type [org.springframework.security.config.annotation.method.configuration.GlobalMethodSecurityConfiguration$$EnhancerBySpringCGLIB$$43cd8a0a] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11:06:04.665 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11:06:04.688 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$864b1f1e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11:06:05.159 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8100 (http)
11:06:05.174 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8100"]
11:06:05.184 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
11:06:05.184 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.16]
11:06:05.194 [main] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [C:\Program Files (x86)\Java\jdk1.8.0_202\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:/Users/CCS/Desktop/spring-tool-suite-4-4.26.0/sts-4.26.0.RELEASE//plugins/org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.4.v20240802-1551/jre/bin/server;C:/Users/CCS/Desktop/spring-tool-suite-4-4.26.0/sts-4.26.0.RELEASE//plugins/org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.4.v20240802-1551/jre/bin;C:\Program Files (x86)\Java\jdk1.8.0_202\bin;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files (x86)\Microsoft SQL Server\160\DTS\Binn\;C:\Users\CCS\Desktop\Company Softwere\Siddhesh WorkSpace\flutter\bin;C:\Users\CCS\Desktop\Company Softwere\Siddhesh WorkSpace\platform-tools;C:\Program Files\Git\cmd;C:\Program Files (x86)\Java\jdk1.8.0_202\bin;C:\Users\CCS\AppData\Local\nvm;C:\nvm4w\nodejs;C:\Tools;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\CCS\AppData\Local\Microsoft\WindowsApps;C:\Users\CCS\AppData\Local\Programs\Microsoft VS Code\bin;C:\Users\CCS\AppData\Roaming\npm;C:\Program Files\gs\gs10.06.0\bin;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\CCS\AppData\Local\Microsoft\WindowsApps;C:\Users\CCS\AppData\Local\Programs\Microsoft VS Code\bin;C:\Users\CCS\AppData\Roaming\npm;C:\Users\CCS\AppData\Local\nvm;C:\nvm4w\nodejs;C:\Users\CCS\Desktop\spring-tool-suite-4-4.26.0\sts-4.26.0.RELEASE;;.]
11:06:05.429 [main] INFO  org.apache.jasper.servlet.TldScanner - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
11:06:05.434 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/ng-portal] - Initializing Spring embedded WebApplicationContext
11:06:05.434 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 4172 ms
11:06:06.108 [main] INFO  org.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
11:06:06.212 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.3.7.Final}
11:06:06.215 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
11:06:06.415 [main] INFO  org.hibernate.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
11:06:07.574 [main] WARN  org.hibernate.engine.jdbc.env.internal.JdbcEnvironmentInitiator - HHH000342: Could not obtain connection to query metadata : Login failed for user 'sa'. ClientConnectionId:a35d352f-3728-47f1-a59f-0162eaa1d96d
11:06:07.586 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.SQLServer2008Dialect
11:06:07.611 [main] INFO  org.hibernate.engine.jdbc.env.internal.LobCreatorBuilderImpl - HHH000422: Disabling contextual LOB creation as connection was null
11:06:10.934 [main] INFO  org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.excel.model.BinMaster (class must be instantiated by Interceptor)
11:06:12.537 [main] INFO  org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.excel.model.Iaa_Map (class must be instantiated by Interceptor)
11:06:12.844 [main] INFO  org.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.excel.model.UserMgrAsst (class must be instantiated by Interceptor)
11:06:13.384 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#alloc_con_id; this may or may not indicate a problem with the static metamodel
11:06:13.384 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#alloc_con_dtl_id; this may or may not indicate a problem with the static metamodel
11:06:13.385 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#srt_number; this may or may not indicate a problem with the static metamodel
11:06:13.385 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#upd_date; this may or may not indicate a problem with the static metamodel
11:06:13.385 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#alloc_con_date; this may or may not indicate a problem with the static metamodel
11:06:13.385 [main] WARN  org.hibernate.metamodel.internal.MetadataContext - HHH015011: Unable to locate static metamodel field : com.excel.model.Alloc_gen_hd_#alloc_con_docno; this may or may not indicate a problem with the static metamodel
